,Date,month,year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty].1,N[AOD_Empty].2,N[AOD_Empty].3,N[AOD_Empty].4,N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),datetime
1314,30,11,2014,0.026579,0.035258,0.036715,0.03485,0.054158,0.052453,0.064246,0.077394,1.928811,0.660432,0.616015,1.036045,0.724621,1.493287,52,52,52,0,0,52,0,0,0,0,0,0,0,0,52,0,0,52,0,0,52,52,52,0,0,0,0,0,0,0,52,52,52,52,52,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-11-30
1315,1,12,2014,0.082073,0.092415,0.094489,0.094291,0.130649,0.133492,0.156234,0.182086,2.649658,0.591885,0.661485,0.861663,0.604925,1.22095,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-01
1316,2,12,2014,0.039345,0.048777,0.050831,0.05413,0.076393,0.07968,0.095039,0.105708,2.554683,0.732935,0.807871,0.947842,0.752451,1.12039,24,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-02
1317,4,12,2014,0.032674,0.043467,0.045725,0.047739,0.07523,0.077319,0.093477,0.110239,2.875175,0.884224,0.885537,1.189738,0.920042,1.499761,17,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,16,16,17,0,0,0,0,0,0,0,17,17,17,17,16,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-04
1318,7,12,2014,0.05559,0.069095,0.073297,0.082902,0.117662,0.127219,0.150341,0.166905,3.433556,0.840979,0.897778,1.023623,0.847786,1.106929,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-07
1319,9,12,2014,0.023858,0.032078,0.033062,0.03351,0.051304,0.051266,0.063352,0.071822,3.125256,0.767765,0.791615,1.067794,0.821708,1.315875,18,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-09
1320,10,12,2014,0.064638,0.076519,0.078909,0.08246,0.113221,0.116921,0.136434,0.153364,3.508697,0.654931,0.68038,0.867349,0.675035,1.074111,34,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,33,33,34,0,0,0,0,0,0,0,34,34,34,34,33,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-10
1321,12,12,2014,0.056214,0.069361,0.073588,0.079651,0.116143,0.121829,0.143569,0.162606,3.302664,0.821813,0.773025,1.058123,0.850674,1.176285,23,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,23,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-12
1322,13,12,2014,0.086253,0.099011,0.103291,0.111912,0.150651,0.158944,0.182462,0.202632,3.539982,0.730791,0.7339,0.890019,0.742565,0.967895,37,37,37,0,0,37,0,0,0,0,0,0,0,0,37,0,0,37,0,0,37,37,37,0,0,0,0,0,0,0,37,37,37,37,37,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-13
1323,14,12,2014,0.077362,0.095568,0.101268,0.112216,0.15805,0.169234,0.197789,0.22243,3.896709,0.810598,0.821369,0.99182,0.817644,1.060271,16,16,16,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-14
1324,16,12,2014,0.053543,0.0804,0.095171,0.120583,0.19624,0.213773,0.26357,0.301394,4.494283,1.256462,1.084859,1.386692,1.317949,1.354454,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-16
1325,20,12,2014,0.044936,0.063034,0.069333,0.081436,0.12676,0.138072,0.165735,0.189618,4.067421,1.078529,0.984944,1.274796,1.102503,1.247106,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-20
1326,21,12,2014,0.097573,0.1261,0.136507,0.154499,0.205871,0.219262,0.251961,0.281566,3.419902,0.782253,0.747819,0.93049,0.796462,0.98651,9,9,9,0,0,9,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,9,0,0,0,0,0,0,0,9,8,8,9,8,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-21
1327,22,12,2014,0.064497,0.097571,0.111668,0.141748,0.20562,0.226702,0.263205,0.287397,3.601671,1.071595,0.904574,1.121191,1.107982,0.937047,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-22
1328,23,12,2014,0.060286,0.084361,0.091547,0.10426,0.162219,0.175259,0.21334,0.247233,3.373784,1.024783,1.012868,1.259942,1.04503,1.368432,9,9,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-23
1329,24,12,2014,0.068614,0.101804,0.115003,0.139246,0.204405,0.222273,0.259028,0.290119,3.086502,1.016209,0.870912,1.124451,1.048784,1.045452,17,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2014-12-24
1330,1,1,2015,0.084447,0.10178,0.111196,0.11233,0.160926,0.168923,0.206398,0.23886,3.299897,0.784241,0.785184,1.029833,0.796213,1.230353,4,4,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,4,3,0,0,0,0,0,0,0,3,3,3,3,4,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-01
1331,9,1,2015,0.04411,0.059519,0.063961,0.065593,0.10136,0.104131,0.125537,0.148269,2.940619,0.821565,0.789558,1.142989,0.851037,1.382675,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-09
1332,10,1,2015,0.039486,0.050626,0.053128,0.053069,0.082142,0.082768,0.100467,0.119876,3.013358,0.771733,0.750671,1.111154,0.810871,1.447201,25,25,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,25,25,0,0,0,0,0,0,0,25,25,25,25,25,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-10
1333,11,1,2015,0.043025,0.05616,0.060247,0.06259,0.095098,0.098622,0.119366,0.140272,2.945295,0.815558,0.790247,1.091478,0.842209,1.38927,27,27,27,0,0,26,0,0,0,0,0,0,0,0,27,0,0,27,0,0,26,27,27,0,0,0,0,0,0,0,27,27,27,27,27,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-11
1334,12,1,2015,0.042661,0.056115,0.059699,0.06316,0.09243,0.096757,0.115798,0.134419,2.845027,0.791233,0.8243,1.04368,0.773414,1.285367,17,17,17,0,0,17,0,0,0,0,0,0,0,0,16,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-12
1335,13,1,2015,0.049783,0.069027,0.072296,0.07689,0.118012,0.121647,0.145343,0.170027,2.857679,0.857139,0.77095,1.130297,0.897216,1.318035,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-13
1336,14,1,2015,0.054837,0.070436,0.073876,0.074554,0.108569,0.109882,0.129968,0.152643,2.952773,0.681879,0.66886,0.967628,0.714057,1.287363,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-14
1337,16,1,2015,0.050777,0.064676,0.067603,0.069155,0.099674,0.102983,0.123932,0.144021,2.887494,0.717691,0.828724,0.989147,0.731918,1.329016,30,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,30,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-16
1338,17,1,2015,0.051501,0.064251,0.067699,0.071822,0.105921,0.111815,0.135997,0.158076,3.101989,0.818636,0.923257,1.08038,0.828283,1.363723,30,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,30,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-17
1339,18,1,2015,0.052801,0.066779,0.070256,0.073231,0.108489,0.113468,0.138073,0.161468,3.040013,0.793103,0.894102,1.072937,0.804908,1.38202,32,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-18
1340,19,1,2015,0.054753,0.071342,0.077072,0.087379,0.133807,0.145819,0.178946,0.205755,3.002647,0.990949,1.065387,1.225594,0.976896,1.327539,37,38,38,0,0,38,0,0,0,0,0,0,0,0,37,0,0,38,0,0,37,37,37,0,0,0,0,0,0,0,38,37,38,38,37,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-19
1341,20,1,2015,0.049668,0.065096,0.070687,0.082841,0.123915,0.137031,0.164796,0.185543,2.913621,1.004763,1.029625,1.197374,1.009656,1.218339,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-20
1342,24,1,2015,0.051466,0.069998,0.076436,0.087514,0.13723,0.150348,0.184617,0.216068,3.450872,1.070141,1.096425,1.313926,1.078675,1.436077,24,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-24
1343,26,1,2015,0.085989,0.110938,0.118742,0.132241,0.176058,0.187944,0.215997,0.237583,2.954617,0.714798,0.757463,0.852513,0.722693,0.955477,19,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-26
1344,27,1,2015,0.05161,0.074763,0.083817,0.100666,0.144773,0.157064,0.183134,0.201543,2.725351,0.961071,0.858547,1.065377,0.990022,0.976165,44,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,44,0,0,44,44,44,0,0,0,0,0,0,0,44,44,44,44,44,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-27
1345,28,1,2015,0.048366,0.078411,0.091513,0.115088,0.173259,0.188732,0.220121,0.244067,2.643295,1.108429,0.87492,1.189352,1.158118,1.006832,50,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,50,0,0,0,0,0,0,0,50,50,50,50,50,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-28
1346,29,1,2015,0.045687,0.076415,0.090089,0.114346,0.173756,0.189364,0.22134,0.245693,2.63945,1.141033,0.888625,1.21511,1.195529,1.022216,40,40,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,40,0,0,40,40,40,0,0,0,0,0,0,0,40,40,40,40,40,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-29
1347,30,1,2015,0.043615,0.078484,0.095581,0.12955,0.199474,0.222458,0.260798,0.28646,3.204456,1.276069,0.982583,1.292289,1.334845,0.99409,24,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-30
1348,31,1,2015,0.076609,0.100844,0.112177,0.135638,0.192448,0.209752,0.241385,0.262872,3.460518,0.995281,0.846199,1.069312,1.025931,0.892131,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-01-31
1349,1,2,2015,0.061892,0.088289,0.100627,0.126718,0.17837,0.196752,0.223468,0.228882,3.397421,1.009119,0.824617,1.046625,1.038232,0.608711,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-01
1350,2,2,2015,0.04816,0.070483,0.07986,0.098645,0.141987,0.154568,0.178629,0.193785,3.074975,1.011782,0.846595,1.082284,1.050044,0.902089,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-02
1351,3,2,2015,0.08546,0.124992,0.143371,0.173635,0.259457,0.28039,0.328475,0.367651,3.78101,1.039105,0.866242,1.157125,1.080501,1.065966,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-03
1352,8,2,2015,0.078523,0.10602,0.117205,0.140538,0.199139,0.217778,0.251827,0.276301,3.40145,0.967607,0.870148,1.066617,0.989207,0.953762,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-08
1353,9,2,2015,0.061148,0.081454,0.088905,0.102459,0.147544,0.157582,0.181997,0.20057,3.068124,0.897397,0.767152,1.049127,0.927736,0.963778,34,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,35,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-09
1354,10,2,2015,0.089808,0.101407,0.105395,0.107357,0.145824,0.148664,0.171271,0.194734,2.9352,0.592097,0.599075,0.82008,0.613947,1.06467,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-10
1355,11,2,2015,0.0406,0.054716,0.059306,0.064396,0.096834,0.10093,0.121069,0.138721,2.756016,0.875671,0.832749,1.104647,0.911039,1.241021,36,36,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36,36,36,0,0,0,0,0,0,0,36,36,36,36,36,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-11
1356,12,2,2015,0.060223,0.07933,0.086268,0.096618,0.145487,0.155765,0.187188,0.21563,3.070172,0.93941,0.928867,1.160533,0.958683,1.291592,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,20,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-12
1357,13,2,2015,0.077787,0.095363,0.102269,0.109922,0.154609,0.162648,0.189969,0.218018,3.104846,0.752239,0.763765,0.963027,0.766576,1.162469,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-13
1358,16,2,2015,0.073796,0.082203,0.085553,0.092404,0.125557,0.133169,0.157132,0.1761,3.007991,0.734078,0.839487,0.91014,0.739625,1.109891,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-16
1359,17,2,2015,0.176012,0.186889,0.190569,0.199243,0.24616,0.257511,0.288673,0.312284,3.443001,0.486604,0.589893,0.630066,0.483031,0.782428,15,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-17
1360,19,2,2015,0.067138,0.07997,0.083346,0.088102,0.119872,0.123261,0.140352,0.153486,3.756083,0.635547,0.578823,0.844733,0.665873,0.912754,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-19
1361,25,2,2015,0.039784,0.037548,0.038941,0.039319,0.057585,0.057347,0.068865,0.076363,3.536444,0.677753,0.674927,0.946608,0.727839,1.109062,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-25
1362,26,2,2015,0.09077,0.088792,0.090711,0.092995,0.118239,0.120917,0.136962,0.148501,3.089137,0.479335,0.538231,0.652085,0.493034,0.818357,12,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-26
1363,27,2,2015,0.107077,0.099164,0.102616,0.105885,0.141118,0.146813,0.171157,0.192802,3.133209,0.659641,0.762526,0.892201,0.666529,1.148708,27,27,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0,27,0,0,27,27,27,0,0,0,0,0,0,0,27,27,27,27,27,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-27
1364,28,2,2015,0.132753,0.120747,0.122474,0.12481,0.157902,0.16259,0.184728,0.204414,3.713766,0.490497,0.585941,0.66386,0.494828,0.89662,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-02-28
1365,4,3,2015,0.046972,0.078785,0.082762,0.085238,0.118986,0.121522,0.142179,0.161522,2.811748,0.648101,0.656033,0.877836,0.676855,1.120541,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-03-04
1366,5,3,2015,0.036602,0.05651,0.059565,0.064735,0.093708,0.098534,0.117496,0.130659,3.685026,0.826669,0.849959,1.036759,0.848293,1.117907,22,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-03-05
1367,7,3,2015,0.044462,0.080428,0.078885,0.071562,0.094249,0.08707,0.099649,0.114263,3.019269,0.264347,0.215359,0.540111,0.338639,1.053968,8,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-03-07
1368,8,3,2015,0.069888,0.094944,0.096168,0.096136,0.124894,0.127039,0.145406,0.161739,3.233645,0.497333,0.583319,0.718544,0.507585,0.966609,25,25,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,25,25,0,0,0,0,0,0,0,25,25,25,25,25,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-03-08
1369,9,3,2015,0.033607,0.043298,0.045694,0.046316,0.071573,0.072155,0.0881,0.101198,3.927803,0.788973,0.771155,1.107081,0.835282,1.332423,19,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev15,824,Petrolina_SONDA,-9.0691,-40.320108,381,2015-03-09
