,Date,month,year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty].1,N[AOD_Empty].2,N[AOD_Empty].3,N[AOD_Empty].4,N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),datetime
3197,2,11,2021,0.116757,0.148492,0.171934,0.228992,0.339914,0.393968,0.463305,0.516293,4.909888,1.226366,1.125387,1.268485,1.233051,1.063229,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-02
3198,5,11,2021,0.018408,0.023115,0.025048,0.02931,0.04434,0.047552,0.060348,0.067603,4.075844,1.153508,1.207349,1.310763,1.207983,1.476411,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-05
3199,6,11,2021,0.035829,0.045612,0.053833,0.068161,0.105299,0.122093,0.150561,0.162601,4.493632,1.271771,1.328727,1.414357,1.261757,1.144028,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-06
3200,8,11,2021,0.028157,0.042902,0.052535,0.073459,0.12534,0.149518,0.192431,0.21157,4.904513,1.560407,1.559228,1.675452,1.568012,1.59009,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,8,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-08
3201,9,11,2021,0.03514,0.048864,0.058161,0.076159,0.122852,0.146197,0.182853,0.197925,4.938143,1.395797,1.467145,1.55393,1.374462,1.223279,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-09
3202,11,11,2021,0.026365,0.035157,0.041512,0.053278,0.087651,0.103258,0.130722,0.14586,4.755786,1.369086,1.457708,1.558857,1.351615,1.366747,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-11
3203,13,11,2021,0.033287,0.051846,0.063888,0.091709,0.15448,0.184728,0.228988,0.253003,4.944004,1.573436,1.437047,1.647793,1.589081,1.244145,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-13
3204,17,11,2021,0.028731,0.03595,0.040375,0.049852,0.076975,0.087344,0.108082,0.120214,4.696876,1.223664,1.259623,1.375264,1.230478,1.280773,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-17
3205,20,11,2021,0.019307,0.0347,0.04404,0.063123,0.109336,0.130547,0.161806,0.173432,4.851983,1.621198,1.429385,1.71593,1.641733,1.133079,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-20
3206,22,11,2021,0.034932,0.041715,0.049418,0.063449,0.101031,0.119309,0.148909,0.169622,5.048756,1.324323,1.421442,1.491894,1.299981,1.391674,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-22
3207,25,11,2021,0.036374,0.037255,0.0404,0.043805,0.061581,0.069125,0.086363,0.089039,4.604948,0.863586,1.263787,1.121054,0.808815,1.018869,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-25
3208,26,11,2021,0.033176,0.040134,0.045138,0.056028,0.08499,0.096435,0.117701,0.131601,4.798845,1.181041,1.188872,1.308908,1.187889,1.227146,17,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-26
3209,28,11,2021,0.017062,0.024034,0.030299,0.041344,0.071024,0.08399,0.110019,0.117802,4.545695,1.529137,1.599787,1.67348,1.539068,1.357636,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-11-28
3210,1,12,2021,0.040211,0.040191,0.043317,0.046584,0.062404,0.07007,0.08691,0.087232,4.829207,0.736206,1.203973,0.961647,0.6735,0.949124,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,5,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-12-01
3211,2,12,2021,0.025546,0.030676,0.035449,0.0447,0.072795,0.081542,0.103728,0.111224,5.029274,1.272878,1.295263,1.43591,1.300483,1.240279,3,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-12-02
3212,4,12,2021,0.030735,0.024676,0.043643,0.056338,0.086379,0.106896,0.141625,0.151909,5.311792,1.323216,1.816365,1.482072,1.247205,1.793861,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,1,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-12-04
3214,10,12,2021,0.016687,0.007605,0.022214,0.026349,0.038386,0.047322,0.066445,0.040759,5.177837,1.107906,2.004659,1.348903,0.992203,1.425456,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,2,3,0,0,0,0,0,0,0,3,3,3,3,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-12-10
3215,11,12,2021,0.065745,0.060018,0.077533,0.088786,0.114502,0.131594,0.160743,0.142668,5.103473,0.778824,1.240687,0.909844,0.713182,0.370627,5,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2021-12-11
3216,3,1,2022,0.035026,0.034969,0.065077,0.096137,0.136938,0.150751,0.185046,0.192431,13.641747,1.125703,1.316442,1.173709,1.120546,0.979833,2,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,1,2,2,1,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-01-03
3217,4,1,2022,0.045929,0.062621,0.071371,0.094442,0.14566,0.170957,0.21109,0.22871,4.213822,1.295865,1.353322,1.391768,1.288254,1.157142,5,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-01-04
3219,12,1,2022,0.037337,0.065851,0.084091,0.12835,0.222646,0.271728,0.344104,0.389729,4.620073,1.730179,1.586017,1.760794,1.754259,1.432894,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,6,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-01-12
3220,13,1,2022,0.029887,0.049068,0.065432,0.101767,0.182255,0.226594,0.29162,0.328923,3.990735,1.832097,1.718056,1.877837,1.847457,1.518527,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,2,3,0,0,0,0,0,0,0,3,3,3,3,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-01-13
3221,16,1,2022,0.024559,0.032792,0.042425,0.055849,0.092022,0.111838,0.145728,0.148206,4.577438,1.465232,1.700358,1.649223,1.424682,1.136919,18,17,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-01-16
3222,18,1,2022,0.093417,0.095017,0.098592,0.108726,0.145652,0.164887,0.198972,0.2067,4.990901,1.012646,1.294672,1.217147,0.96153,1.017816,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-01-18
3223,19,1,2022,0.021168,0.031128,0.037757,0.049997,0.0885,0.108745,0.145559,0.152149,5.01761,1.591953,1.784371,1.835314,1.548455,1.333127,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,7,7,8,0,0,0,0,0,0,0,8,8,8,8,7,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-01-19
3224,24,1,2022,0.102591,0.114448,0.12528,0.140939,0.172575,0.183593,0.204467,0.19663,4.936229,0.57443,0.621183,0.626652,0.579247,0.293782,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-01-24
3225,17,3,2022,0.034518,0.057668,0.072799,0.094907,0.135676,0.155049,0.184129,0.194119,5.141212,1.115307,1.113396,1.150451,1.122336,0.896576,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-03-17
3227,31,3,2022,0.028568,0.05126,0.059513,0.076388,0.108987,0.122761,0.147038,0.149643,5.097864,1.078011,1.094312,1.120756,1.094144,0.799478,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-03-31
3229,2,5,2022,0.029424,0.045678,0.058261,0.078329,0.124832,0.152522,0.192596,0.21924,4.895246,1.417299,1.579683,1.550908,1.376026,1.432513,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-05-02
3230,12,6,2022,0.02139,0.042166,0.046321,0.061507,0.091562,0.105766,0.127442,0.137943,2.700778,1.221234,1.205532,1.272449,1.228735,1.053879,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-06-12
3231,8,7,2022,0.035971,0.065075,0.074598,0.104182,0.16485,0.200659,0.250958,0.277812,3.593788,1.450899,1.530651,1.525766,1.429413,1.289254,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-08
3232,21,7,2022,0.043651,0.069816,0.086887,0.116101,0.178539,0.215927,0.274424,0.311535,2.577292,1.330936,1.565688,1.436297,1.293854,1.456572,28,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,28,28,29,0,0,0,0,0,0,0,29,29,29,29,28,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-21
3233,22,7,2022,0.030478,0.056764,0.069632,0.097502,0.157164,0.191068,0.244071,0.274914,3.219239,1.485342,1.596367,1.567046,1.470063,1.438127,47,47,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,47,0,0,47,47,47,0,0,0,0,0,0,0,47,47,47,47,47,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-22
3234,23,7,2022,0.037515,0.068985,0.08767,0.128741,0.214629,0.262443,0.333948,0.377762,3.973854,1.61088,1.605717,1.662354,1.612513,1.43941,42,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,42,0,0,42,42,42,0,0,0,0,0,0,0,42,42,42,42,42,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-23
3235,24,7,2022,0.076119,0.111288,0.131087,0.176651,0.275723,0.331861,0.414626,0.470803,4.375806,1.399121,1.493196,1.490465,1.37842,1.386385,13,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-24
3236,25,7,2022,0.046412,0.084427,0.106502,0.159223,0.268336,0.329237,0.416939,0.473603,3.928458,1.655378,1.598036,1.692938,1.66248,1.45696,36,37,37,0,0,37,0,0,0,0,0,0,0,0,37,0,0,37,0,0,37,36,37,0,0,0,0,0,0,0,37,37,37,37,37,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-25
3237,26,7,2022,0.04891,0.08544,0.107651,0.159446,0.267937,0.330183,0.421282,0.484199,3.658761,1.67008,1.653234,1.714792,1.671435,1.518156,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-26
3238,27,7,2022,0.035864,0.073508,0.096379,0.146944,0.251469,0.311528,0.398874,0.458554,3.312713,1.725345,1.676965,1.755868,1.732539,1.524005,39,38,39,0,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,0,39,38,39,0,0,0,0,0,0,0,39,39,39,39,39,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-27
3239,28,7,2022,0.036658,0.076248,0.101163,0.157599,0.270416,0.334177,0.423942,0.4872,3.055036,1.752893,1.630599,1.755523,1.772552,1.47383,39,39,39,0,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,0,39,38,39,0,0,0,0,0,0,0,39,39,39,39,39,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-28
3240,29,7,2022,0.038321,0.085475,0.115241,0.186404,0.326625,0.403636,0.508616,0.578906,3.194221,1.840166,1.608065,1.809989,1.877727,1.429129,34,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,34,31,34,0,0,0,0,0,0,0,34,34,34,34,34,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-29
3241,30,7,2022,0.04782,0.088785,0.112102,0.168545,0.283969,0.349923,0.443527,0.509631,2.841873,1.671905,1.620205,1.706039,1.676711,1.481391,61,61,61,0,0,61,0,0,0,0,0,0,0,0,61,0,0,61,0,0,61,58,61,0,0,0,0,0,0,0,61,61,61,61,61,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-30
3242,31,7,2022,0.034574,0.072236,0.095556,0.150302,0.261398,0.323433,0.412108,0.466217,3.185619,1.788814,1.656765,1.792672,1.811093,1.480022,50,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,48,50,0,0,0,0,0,0,0,50,50,50,50,50,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-07-31
3243,1,8,2022,0.036949,0.087416,0.124279,0.207436,0.369225,0.457821,0.578904,0.656146,3.426193,1.911111,1.637035,1.856786,1.959341,1.424441,58,58,58,0,0,58,0,0,0,0,0,0,0,0,58,0,0,58,0,0,58,52,58,0,0,0,0,0,0,0,58,58,58,58,58,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-01
3244,2,8,2022,0.049214,0.124471,0.175473,0.294949,0.511985,0.622077,0.761259,0.844196,3.753605,1.854533,1.442225,1.754593,1.925254,1.192906,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,17,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-02
3245,3,8,2022,0.039613,0.104088,0.146104,0.245026,0.425946,0.518806,0.638313,0.704878,4.046325,1.856465,1.468994,1.761434,1.924333,1.211541,27,27,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0,27,0,0,27,25,27,0,0,0,0,0,0,0,27,27,27,27,27,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-03
3246,4,8,2022,0.058867,0.158617,0.223429,0.374366,0.636134,0.766712,0.926086,1.0065,4.403874,1.80489,1.365998,1.686122,1.880789,1.102227,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,18,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-04
3247,6,8,2022,0.059178,0.135865,0.18414,0.2994,0.509592,0.61999,0.707065,0.767207,4.346012,1.775673,1.489053,1.710565,1.825645,1.176002,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,7,7,7,0,0,0,0,0,0,0,9,9,9,9,7,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-06
3248,7,8,2022,0.046815,0.104109,0.13859,0.221467,0.377223,0.46271,0.578005,0.629896,4.096453,1.76736,1.559551,1.729209,1.803048,1.253007,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,10,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-07
3249,8,8,2022,0.044904,0.086456,0.109121,0.165351,0.274096,0.332621,0.414706,0.446572,4.404579,1.640526,1.505919,1.638912,1.663939,1.180059,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-08
3250,9,8,2022,0.033209,0.061869,0.084454,0.124899,0.206694,0.25276,0.32335,0.346447,4.163283,1.609582,1.621548,1.645174,1.614055,1.25732,19,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-09
3251,10,8,2022,0.041551,0.079282,0.098934,0.147114,0.239911,0.288094,0.355164,0.39875,3.680512,1.569464,1.431477,1.575094,1.593531,1.294697,32,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-10
3252,11,8,2022,0.039103,0.067812,0.084745,0.122978,0.201104,0.24567,0.313707,0.346996,3.117989,1.563751,1.613786,1.614903,1.559476,1.463022,47,47,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,47,0,0,47,42,47,0,0,0,0,0,0,0,47,47,47,47,47,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-11
3253,12,8,2022,0.037121,0.070867,0.090757,0.138316,0.23357,0.287168,0.366131,0.404242,3.376617,1.691778,1.62925,1.70775,1.70586,1.475662,36,35,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36,32,36,0,0,0,0,0,0,0,36,36,36,36,36,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-12
