,Date,month,year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty].1,N[AOD_Empty].2,N[AOD_Empty].3,N[AOD_Empty].4,N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),datetime
942,21,4,2015,0.042606,0.050857,0.053513,0.059343,0.087253,0.094462,0.116637,0.137135,1.784162,0.892722,1.062321,1.115096,0.895455,1.477502,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-21
943,22,4,2015,0.060495,0.064347,0.064586,0.063863,0.083875,0.083411,0.097633,0.116376,1.822451,0.45519,0.56108,0.674996,0.487051,1.298092,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-22
944,23,4,2015,0.027278,0.041166,0.047512,0.062959,0.101997,0.115177,0.141582,0.16276,2.182229,1.348134,1.197275,1.443165,1.390374,1.365731,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-23
945,24,4,2015,0.022107,0.026581,0.027306,0.028805,0.044561,0.043916,0.055953,0.067549,1.273963,0.817302,0.847695,1.062166,0.9101,1.71492,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-24
946,25,4,2015,0.069369,0.114417,0.125892,0.137519,0.152649,0.147442,0.152904,0.150901,0.905101,0.355066,0.372889,0.503408,0.468279,1.205984,44,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,44,0,0,44,43,44,0,0,0,0,0,0,0,44,44,44,44,44,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-25
948,27,4,2015,0.056188,0.058419,0.05666,0.052307,0.069298,0.064889,0.080611,0.096287,1.102558,0.313307,0.56687,0.579758,0.382334,1.546818,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-27
949,28,4,2015,0.032823,0.039139,0.039815,0.04218,0.062746,0.064698,0.079632,0.094981,1.378802,0.820129,0.884706,1.063301,0.855409,1.490729,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-28
950,29,4,2015,0.03599,0.042974,0.044155,0.047947,0.071619,0.075035,0.090351,0.106077,1.718736,0.87421,0.857301,1.101228,0.905455,1.355389,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-29
951,30,4,2015,0.038558,0.045677,0.047566,0.052672,0.08642,0.088694,0.112018,0.134931,2.297626,1.024017,0.952378,1.289891,1.094122,1.645349,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-04-30
952,4,5,2015,0.015871,0.017282,0.01645,0.014321,0.021631,0.016892,0.01912,0.024777,0.394834,0.28915,-0.407119,0.562865,0.54623,1.418475,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-04
953,5,5,2015,0.02125,0.023181,0.02229,0.02025,0.028242,0.02376,0.02692,0.033064,0.496735,0.274793,-0.150345,0.502652,0.456594,1.213793,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-05
954,6,5,2015,0.020358,0.02503,0.025593,0.027229,0.043894,0.044536,0.055462,0.067893,0.818711,0.942423,0.863085,1.225291,1.005282,1.617253,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-06
955,7,5,2015,0.04948,0.055018,0.055884,0.058661,0.079633,0.082242,0.095418,0.111275,0.654206,0.62722,0.655772,0.828635,0.650203,1.2028,22,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-07
956,9,5,2015,0.032702,0.048064,0.054261,0.070483,0.116969,0.134769,0.167067,0.196356,2.234657,1.38479,1.299538,1.541698,1.398525,1.480889,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-09
957,13,5,2015,0.019517,0.026768,0.028308,0.032177,0.051211,0.052214,0.063673,0.074174,1.886367,1.019811,0.775402,1.216869,1.106344,1.339391,22,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-13
958,14,5,2015,0.037539,0.047524,0.050084,0.058188,0.097834,0.1051,0.135348,0.164456,2.404953,1.163008,1.171281,1.424899,1.208964,1.767912,18,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-14
959,15,5,2015,0.035307,0.051714,0.058901,0.077781,0.134259,0.151989,0.195803,0.234477,2.524875,1.447976,1.378402,1.604222,1.491915,1.724743,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,11,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-15
960,17,5,2015,0.029903,0.045517,0.051095,0.064525,0.105152,0.117898,0.146836,0.1721,2.558959,1.280578,1.228987,1.4471,1.310382,1.520531,47,47,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,47,0,0,47,47,47,0,0,0,0,0,0,0,47,47,47,47,47,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-05-17
989,10,7,2015,0.032598,0.047855,0.05243,0.06381,0.098767,0.102986,0.078234,0.087099,1.248654,1.073032,0.514829,1.183635,1.142925,1.017869,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,2,2,2,2,1,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-07-10
990,11,7,2015,0.026116,0.037521,0.040378,0.047357,0.079374,0.083521,0.104352,0.121637,2.203189,1.167355,1.005037,1.393531,1.238191,1.484037,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-07-11
991,18,7,2015,0.026568,0.041904,0.048553,0.063987,0.108794,0.124662,0.154093,0.177193,2.422628,1.42553,1.266911,1.585403,1.453564,1.398517,9,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-07-18
1041,29,9,2015,0.037298,0.046513,0.049582,0.057417,0.092925,0.100813,0.1298,0.153842,1.85073,1.11445,1.211168,1.352389,1.148677,1.686334,33,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-09-29
1042,30,9,2015,0.03164,0.039314,0.041727,0.04705,0.076297,0.080672,0.104039,0.124217,1.530662,1.07253,1.14252,1.319554,1.118875,1.698905,34,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,34,34,34,0,0,0,0,0,0,0,34,34,34,34,34,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-09-30
1043,1,10,2015,0.044054,0.058147,0.063839,0.078566,0.129196,0.144013,0.181455,0.214568,2.155591,1.26441,1.243246,1.459323,1.288559,1.568029,49,49,49,0,0,49,0,0,0,0,0,0,0,0,49,0,0,49,0,0,49,49,49,0,0,0,0,0,0,0,49,49,49,49,49,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-01
1044,2,10,2015,0.050777,0.060278,0.064764,0.076021,0.115286,0.125952,0.153097,0.175177,2.219174,1.034359,1.036926,1.213353,1.05246,1.299575,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-02
1045,4,10,2015,0.031341,0.040676,0.042725,0.048392,0.076917,0.080291,0.09566,0.112391,1.231059,1.001527,0.752115,1.230437,1.065659,1.414414,59,59,59,0,0,59,0,0,0,0,0,0,0,0,59,0,0,59,0,0,51,51,57,0,0,0,0,0,0,0,59,59,59,59,51,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-04
1046,5,10,2015,0.042137,0.049986,0.052282,0.054742,0.086901,0.089632,0.113168,0.135811,1.904408,0.915921,0.985867,1.23143,0.95352,1.638881,13,13,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-05
1047,6,10,2015,0.060816,0.091534,0.106252,0.143149,0.236764,0.269259,0.331935,0.379238,3.448697,1.411171,1.236737,1.512039,1.454489,1.364542,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-06
1048,12,10,2015,0.016704,0.021582,0.023909,0.029427,0.047595,0.051489,0.063807,0.073388,1.505541,1.198276,1.073322,1.355752,1.254868,1.397842,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-12
1049,13,10,2015,0.029102,0.034809,0.036511,0.039132,0.060434,0.061867,0.079322,0.093051,1.368468,0.907655,0.972972,1.203739,0.968206,1.585327,27,27,27,0,0,27,0,0,0,0,0,0,0,0,26,0,0,26,0,0,27,27,27,0,0,0,0,0,0,0,27,26,26,27,27,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-13
1050,14,10,2015,0.050166,0.074271,0.085702,0.114703,0.192075,0.221956,0.277675,0.320927,3.058992,1.419822,1.346243,1.547319,1.421953,1.434487,20,21,21,0,0,21,0,0,0,0,0,0,0,0,20,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-14
1051,15,10,2015,0.049692,0.063137,0.06715,0.075258,0.101669,0.110459,0.131157,0.146667,1.758615,0.770527,0.936117,0.917384,0.76193,1.123282,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-15
1052,16,10,2015,0.06439,0.096559,0.111331,0.149963,0.242658,0.276743,0.333908,0.379321,1.799837,1.373223,1.167071,1.460823,1.409793,1.253223,17,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-16
1053,20,10,2015,0.124514,0.214158,0.267275,0.401676,0.676115,0.805479,0.980818,1.11172,3.704255,1.638653,1.373079,1.643602,1.680077,1.309974,24,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,23,22,24,0,0,0,0,0,0,0,24,24,24,24,23,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-20
1054,21,10,2015,0.122129,0.207164,0.258291,0.374199,0.614455,0.701658,0.868594,0.955783,3.3025,1.4995560000000001,1.262024,1.497673,1.56887,1.228883,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-21
1055,23,10,2015,0.034529,0.041202,0.043024,0.045703,0.07278,0.07554,0.096872,0.115966,1.363221,0.94175,1.053358,1.237183,0.982121,1.689343,39,39,39,0,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,0,39,39,39,0,0,0,0,0,0,0,39,39,39,39,39,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-23
1056,24,10,2015,0.044896,0.053286,0.056914,0.064474,0.109002,0.119471,0.153,0.186715,1.330067,1.174162,1.226349,1.482108,1.185658,1.727511,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-24
1057,27,10,2015,0.026154,0.044229,0.052449,0.071499,0.11734,0.133093,0.163146,0.184064,2.25175,1.411372,1.20363,1.484996,1.461411,1.284328,16,16,16,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-27
1058,28,10,2015,0.026377,0.041921,0.048108,0.061028,0.0967,0.104519,0.127856,0.144113,1.713639,1.217123,1.033574,1.311146,1.284461,1.261369,23,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,23,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-28
1059,29,10,2015,0.037648,0.045289,0.046778,0.049575,0.078628,0.080938,0.104311,0.121502,1.962143,0.92725,1.015268,1.216141,0.97412,1.590842,52,52,52,0,0,52,0,0,0,0,0,0,0,0,52,0,0,52,0,0,52,51,52,0,0,0,0,0,0,0,52,52,52,52,52,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-10-29
1060,6,11,2015,0.026916,0.033046,0.033749,0.034581,0.050178,0.049561,0.06126,0.072024,1.67381,0.673306,0.682447,0.910261,0.737419,1.458119,17,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,16,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-11-06
1062,8,11,2015,0.034087,0.044123,0.047188,0.055408,0.091377,0.09905,0.127116,0.150987,2.110594,1.132999,1.151488,1.369004,1.177677,1.650169,46,46,46,0,0,46,0,0,0,0,0,0,0,0,46,0,0,46,0,0,46,46,46,0,0,0,0,0,0,0,46,46,46,46,46,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-11-08
1063,9,11,2015,0.035037,0.042342,0.043537,0.046838,0.078941,0.081107,0.108488,0.130648,2.441068,1.038795,1.154388,1.356399,1.105348,1.909169,40,40,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,40,0,0,40,39,40,0,0,0,0,0,0,0,40,40,40,40,40,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-11-09
1064,12,11,2015,0.038597,0.05146,0.056643,0.06606,0.1067,0.113602,0.138887,0.162508,3.213543,1.106851,0.964702,1.321539,1.15723,1.404497,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-11-12
1065,15,11,2015,0.036996,0.041145,0.041395,0.041337,0.064499,0.06355,0.081567,0.099023,1.020128,0.819594,0.87418,1.140167,0.885044,1.692073,33,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-11-15
1066,18,11,2015,0.021077,0.032631,0.036931,0.048409,0.082371,0.092198,0.117605,0.137667,2.773289,1.406665,1.301377,1.547178,1.459239,1.584317,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,826,Sao_Martinho_SONDA,-29.443333,-53.823444,489,2015-11-18
